stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1062,21062,CLOPPER RD & GAME PRESERVE RD,,39.151335,-77.246441,,,,,,0
1066,21066,CLOPPER RD & ALLSPICE DR,,39.155441,-77.260811,,,,,,0
1068,21068,CLOPPER RD & CINNAMON DR,,39.156194,-77.264359,,,,,,0
1070,21070,CLOPPER RD & MATENY RD,,39.156569,-77.266278,,,,,,0
1072,21072,CLOPPER RD & METZ DR,,39.157848,-77.270927,,,,,,0
1074,21074,CLOPPER RD & BAYBERRY DR,,39.158157,-77.273034,,,,,,0
1077,21077,CLOPPER RD & GREAT SENECA HWY,,39.159396,-77.275906,,,,,,0
1078,21078,CLUB HOUSE RD & WATKINS MILL RD,,39.174108,-77.207864,,,,,,0
1080,21080,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,,39.174381,-77.205513,,,,,,0
1094,21094,COLESVILLE RD & FENTON ST,,38.99746,-77.027111,,,,,,0
1098,21098,COLESVILLE RD & NOYES DR,,38.999907,-77.025695,,,,,,0
1100,21100,COLESVILLE RD & NORTH NOYES DR,,39.001583,-77.025002,,,,,,0
1102,21102,COLESVILLE RD & ROWAN RD,,39.00388,-77.023689,,,,,,0
1104,21104,COLESVILLE RD & DALE DR,,39.005069,-77.022862,,,,,,0
1106,21106,COLESVILLE RD & SILGO CREEK PKWY,,39.007818,-77.019623,,,,,,0
1108,21108,COLESVILLE RD & FRANKLIN AVE,,39.008511,-77.018539,,,,,,0
1110,21110,COLESVILLE RD & LEIGHTON AVE,,39.010384,-77.017357,,,,,,0
1112,21112,COLESVILLE RD & INDIAN SPRING DR,,39.012265,-77.016709,,,,,,0
1116,21116,COLESVILLE RD & LANARK WAY,,39.018803,-77.013901,,,,,,0
1120,21120,COLESVILLE RD & LORAIN AVE,,39.023703,-77.011,,,,,,0
1122,21122,COLESVILLE RD & SOUTHWOOD AVE,,39.025879,-77.010696,,,,,,0
1124,21124,COLESVILLE RD & CRESTMOOR DR,,39.027821,-77.009253,,,,,,0
1126,21126,COLESVILLE RD & CRESTMOOR DR,,39.028392,-77.008947,,,,,,0
1128,21128,COLESVILLE RD & SOUTHWOOD AVE,,39.025684,-77.011071,,,,,,0
1130,21130,COLESVILLE RD & LORAIN AVE,,39.023763,-77.011349,,,,,,0
1132,21132,COLESVILLE RD & UNIVERSITY BLVD,,39.020723,-77.012628,,,,,,0
1134,21134,COLESVILLE RD & UNIVERSITY (S) BLVD,,39.019534,-77.01374,,,,,,0
1138,21138,COLESVILLE RD & INDIAN SPRING DR,,39.012348,-77.017036,,,,,,0
1140,21140,COLESVILLE RD & LEIGHTON AVE,,39.010807,-77.017568,,,,,,0
1142,21142,COLESVILLE RD & ST ANDREWS WAY,,39.007931,-77.019981,,,,,,0
1144,21144,COLESVILLE RD & SILGO CREEK PKWY,,39.00695,-77.021363,,,,,,0
1146,21146,COLESVILLE RD & DALE DR,,39.005023,-77.023215,,,,,,0
1148,21148,COLESVILLE RD & ROWAN RD,,39.004101,-77.023819,,,,,,0
1150,21150,COLESVILLE RD & NORTH NOYES DR,,39.001503,-77.025291,,,,,,0
1152,21152,COLESVILLE RD & NOYES DR,,38.999691,-77.026001,,,,,,0
