route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2771,1,131300,Manassas Metro Direct / Tysons Corner Metro,MT2,0,51686,10637,0,0
2771,1,131299,Manassas Metro Direct / Tysons Corner Metro,MT3,0,51685,10637,0,0
2771,1,131298,Manassas Metro Direct / Tysons Corner Metro,MT4X,0,51687,10638,0,0
2771,1,131297,Manassas Metro Direct / Tysons Corner Metro,MT5X,0,51686,10638,0,0
2771,1,131296,Manassas Metro Direct / Tysons Corner Metro,MT6X,0,51685,10638,0,0
2771,1,131295,Manassas Metro Direct / Tysons Corner Metro,MT7X,0,51686,10638,0,0
2771,1,131294,Manassas Metro Direct / Tysons Corner Metro,MT8X,0,51685,10638,0,0
2771,1,131309,Manassas Metro Direct / Manassas,MT1X,1,51690,10640,0,0
2771,1,131308,Manassas Metro Direct / Manassas,MT2X,1,51691,10640,0,0
2771,1,131307,Manassas Metro Direct / Manassas,MT3X,1,51689,10640,0,0
2771,1,131306,Manassas Metro Direct / Manassas,MT4X,1,51688,10640,0,0
2771,1,131305,Manassas Metro Direct / Manassas,MT5X,1,51690,10640,0,0
2771,1,131304,Manassas Metro Direct / Manassas,MT6X,1,51538,10640,0,0
2771,1,131303,Manassas Metro Direct / Manassas Junction via Sudley,MT7,1,51689,10639,0,0
2771,1,131302,Manassas Metro Direct / Manassas Junction via Sudley,MT8,1,51688,10639,0,0
2772,1,132793,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132794,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132795,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132796,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132797,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132798,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132799,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132800,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132801,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132802,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132803,Manassas OmniLink North / NOVA,,0,52388,10641,0,0
2772,1,132804,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10642,0,0
2772,1,132805,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132806,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132807,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132808,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132809,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132810,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132811,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132812,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132813,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132814,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2772,1,132815,Manassas OmniLink North - Novant Medical Center / Manassas Mall,,1,52388,10643,0,0
2773,1,132931,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132932,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132933,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132934,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132935,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132936,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132937,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132938,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132939,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132940,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132941,Manassas Park OmniLink,,0,52389,10644,0,0
2773,1,132942,Manassas Park OmniLink,,0,52389,10644,0,0
2774,1,133014,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133013,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133012,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133011,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133010,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133009,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133008,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133007,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133006,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133005,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133004,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133003,Manassas OmniLink - South / Manassas Mall,,0,52544,10645,0,0
2774,1,133015,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133016,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133017,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133018,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133019,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133020,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133021,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133022,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133023,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133024,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2774,1,133025,Manassas OmniLink - South /  Oaks of Wellington,,1,52544,10646,0,0
2777,1,131613,Pentagon / L'Enfant Plaza / Washington DC,RS1,0,52409,10661,0,0
2777,1,131614,Pentagon / L'Enfant Plaza / Washington DC,RS2,0,52410,10661,0,0
2777,1,131615,Pentagon / L'Enfant Plaza / Washington DC,RS3,0,52411,10661,0,0
2777,1,131616,Pentagon / L'Enfant Plaza / Washington DC,RS4,0,51589,10661,0,0
2777,1,131617,Pentagon / South Route 1 / 234 Lot,RS1,1,51664,10664,0,0
2777,1,131618,Pentagon / South Route 1 / 234 Lot,RS2,1,52413,10664,0,0
2777,1,131619,Pentagon / South Route 1 / 234 Lot,RS3,1,51460,10664,0,0
2777,1,131620,Pentagon / South Route 1 / 234 Lot,RS4,1,51648,10664,0,0
2777,1,131621,"South Route 1 / for L200, D100 transfer at Pentagon",RS5,1,52412,10663,0,0
2778,1,132407,Route 1 OmniLink / Woodbridge VRE,,0,52379,10665,0,0
