service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
534,0,0,0,0,1,0,0,20190714,20191231
535,1,1,1,1,0,0,0,20190714,20191231
537,0,0,0,0,0,0,1,20190714,20191231
490,0,0,0,0,1,0,0,20190401,20190713
492,0,0,0,0,0,1,0,20190401,20190713
491,1,1,1,1,0,0,0,20190401,20190713
493,0,0,0,0,0,0,1,20190401,20190713
536,0,0,0,0,0,1,0,20190714,20191231
