route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11320,492,178438,Eastern Market,,0,502,8823,1,1
11319,537,186844,McPherson Square Metro,,0,210,8557,1,1
11321,492,176888,Rosslyn,,1,606,8549,1,1
11323,537,184244,National Mall,,0,804,7685,1,1
11323,534,186743,National Mall,,0,808,7685,1,1
11318,490,178951,Georgetown,,1,105,8550,1,1
11318,537,185388,Union Station,,0,103,8551,1,1
11321,534,186171,Dupont Circle,,0,607,8548,1,1
11322,492,177858,Union Station,,0,705,8818,1,1
11319,534,182507,McPherson Square Metro,,0,210,8557,1,1
11318,536,184671,Georgetown,,1,102,8550,1,1
11320,535,186622,L'Enfant Plaza,,1,508,8822,1,1
11318,490,178905,Union Station,,0,710,8551,1,1
11321,535,184617,Dupont Circle,,0,606,8548,1,1
11321,534,183583,Dupont Circle,,0,605,8548,1,1
11319,536,185944,McPherson Square Metro,,0,215,8557,1,1
11319,537,185914,Woodley Park,,1,201,8556,1,1
11323,492,177983,National Mall,,0,804,7685,1,1
11320,493,177293,Eastern Market,,0,503,8823,1,1
11318,535,184439,Union Station,,0,111,8551,1,1
11322,535,186633,Union Station,,0,712,8818,1,1
11318,536,183188,Union Station,,0,104,8551,1,1
11319,493,178310,McPherson Square Metro,,0,204,8557,1,1
11322,491,178924,Union Station,,0,703,8818,1,1
11318,536,186255,Georgetown,,1,111,8550,1,1
11320,535,185310,Eastern Market,,0,501,8823,1,1
11321,490,178302,Dupont Circle,,0,605,8548,1,1
11320,534,185524,Eastern Market,,0,507,8823,1,1
11323,536,182714,National Mall,,0,805,7685,1,1
11322,490,176833,Union Station,,0,707,8818,1,1
11322,537,185901,Congress Heights,,1,710,8819,1,1
11320,491,179176,Eastern Market,,0,502,8823,1,1
11321,534,183313,Rosslyn,,1,603,8549,1,1
11319,534,182873,McPherson Square Metro,,0,210,8557,1,1
11321,534,183554,Rosslyn,,1,602,8549,1,1
11322,493,179071,Congress Heights,,1,708,8819,1,1
11319,492,179178,Woodley Park,,1,208,8556,1,1
11319,534,186719,Woodley Park,,1,202,8556,1,1
11318,535,185032,Union Station,,0,109,8551,1,1
11321,493,178335,Rosslyn,,1,603,8549,1,1
11322,492,177219,Congress Heights,,1,707,8819,1,1
11322,537,183395,Union Station,,0,704,8818,1,1
11318,535,183042,Union Station,,0,116,8551,1,1
11321,492,179004,Dupont Circle,,0,607,8548,1,1
11319,490,178241,McPherson Square Metro,,0,212,8557,1,1
11323,534,183062,National Mall,,0,813,7685,1,1
11321,490,177653,Dupont Circle,,0,603,8548,1,1
11318,534,183747,Union Station,,0,118,8551,1,1
11319,534,185635,McPherson Square Metro,,0,203,8557,1,1
11321,537,184719,Dupont Circle,,0,607,8548,1,1
11319,534,185693,McPherson Square Metro,,0,211,8557,1,1
11321,536,183355,Rosslyn,,1,603,8549,1,1
11322,535,184710,Congress Heights,,1,714,8819,1,1
11318,535,183791,Georgetown,,1,112,8550,1,1
11321,535,186078,Rosslyn,,1,601,8549,1,1
11323,490,178788,National Mall,,0,804,7685,1,1
11322,490,177563,Congress Heights,,1,711,8819,1,1
11323,535,183452,National Mall,,0,801,7685,1,1
11319,493,178417,McPherson Square Metro,,0,204,8557,1,1
11321,536,183886,Rosslyn,,1,605,8549,1,1
11319,536,184112,Woodley Park,,1,212,8556,1,1
11320,536,183903,L'Enfant Plaza,,1,507,8822,1,1
