stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
113429,1000620,8th Street and E Street SE,,38.88281,-76.99487,,,,,,
113343,1001645,Wisconsin Avenue and 34th Street NW,,38.91589,-77.06802,,,,,,
113359,1003817,K Street and 13th Street NW,,38.90245,-77.02893,,,,,,
114181,1001120,North Capitol Street and H Street NE,,38.90001,-77.00892,,,,,,
124698,90000,Wisconsin Avenue and N Street NW,,38.90724,-77.06335,,,,,,
113437,1000389,Martin Luther King Jr Ave and W Street SE,,38.86424,-76.98998,,,,,,
113409,1003794,New Hampshire Avenue and M Street NW,,38.90569,-77.04701,,,,,,
113398,1000589,8th Street and G Street SE,,38.88137,-76.99508,,,,,,
113450,1003867,West Basin Drive near Independence Avenue SW,,38.88543,-77.04489,,,,,,
113379,1001696,14th Street and U Street NW,,38.91719,-77.03207,,,,,,
113353,1001198,Pennsylvania Avenue and 22nd Street NW,,38.90197,-77.04893,,,,,,
113337,1001376,Wisconsin Avenue and Dumbarton Street NW,,38.90740,-77.06325,,,,,,
113451,1003858,Lincoln Memorial Circle SW,,38.88847,-77.05062,,,,,,
113321,1001065,North Capitol Street and Massachusetts Avenue NW,,38.89781,-77.00920,,,,,,
123792,1000197,Stanton Road and Alabama Ave SE,,38.84723,-76.98050,,,,,,
113380,1001470,14th Street and P Street NW,,38.90990,-77.03209,,,,,,
113368,1001413,14th Street and Rhode Island Avenue NW,,38.90919,-77.03181,,,,,,
123795,1000251,Stanton Road and Elvans Road SE,,38.85438,-76.98560,,,,,,
122108,1003148,M Street and New Jersey Avenue SE,,38.87660,-77.00483,,,,,,
113414,1001322,M Street and 30th Street NW,,38.90531,-77.05948,,,,,,
113335,1003814,(Lower) K Street and Wisconsin Avenue NW,,38.90268,-77.06253,,,,,,
123800,1000311,Sheridan Road and Bowen Road SE,,38.85885,-76.99329,,,,,,
113402,6001347,Rosslyn Metro Station,,38.89732,-77.07156,,,,,,
113384,1000504,M Street and 4th Street SE,,38.87636,-77.00075,,,,,,
113410,1003826,19th Street and N Street NW,,38.90750,-77.04351,,,,,,
113330,1001233,K Street and 19th Street NW,,38.90260,-77.04327,,,,,,
113346,1001426,Wisconsin Avenue and P Street NW,,38.90937,-77.06448,,,,,,
123813,1003316,Congress Heights Bus Bay G,,38.84588,-76.98766,,,,,,
123798,1000295,Stanton Road and Douglass Road SE,,38.85742,-76.98736,,,,,,
123814,1003361,Stanton Road and Washington View Apts,,38.85842,-76.99040,,,,,,
113393,1003744,Massachusetts Avenue and Columbus Circle (Union Station),,38.89598,-77.00518,,,,,,
113364,1001090,Massachusetts Avenue and New Jersey Avenue NW,,38.89886,-77.01283,,,,,,
123817,1003665,D Street and 7th Street SW,,38.88477,-77.02067,,,,,,
123806,1000509,M Street and Half Street SE,,38.87657,-77.00842,,,,,,
113445,1003860,Madison Drive and 7th Street NW,,38.89060,-77.02244,,,,,,
113387,1000585,8th Street and G Street SE,,38.88108,-76.99485,,,,,,
113327,1001239,K Street and 14th Street NW,,38.90260,-77.03250,,,,,,
113417,1003205,M Street and 33rd Street NW,,38.90521,-77.06582,,,,,,
123821,1003781,11th Street and O Street NE,,38.87357,-76.99124,,,,,,
