shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8550,38.90577,-77.06277,94,
8550,38.90633,-77.06277,95,
8550,38.9065,-77.06282,96,
8550,38.90739,-77.06327,97,
8550,38.90879,-77.06402,98,
8550,38.90949,-77.0644,99,
8550,38.91083,-77.06511,100,
8550,38.91165,-77.06555,101,
8550,38.91267,-77.0661,102,
8550,38.91384,-77.06672,103,
8550,38.91473,-77.06719,104,
8550,38.91519,-77.06743,105,
8550,38.91565,-77.06768,106,
8550,38.91595,-77.06788,107,
8550,38.91625,-77.06808,108,
8550,38.917,-77.06867,109,
8550,38.91775,-77.06932,110,
8550,38.91768,-77.0694,111,
8823,38.88484,-77.02053,0,
8823,38.88483,-77.01994,1,
8823,38.88445,-77.01994,2,
8823,38.88407,-77.01994,3,
8823,38.88366,-77.01994,4,
8823,38.88325,-77.01995,5,
8823,38.88325,-77.02046,6,
8823,38.88325,-77.02097,7,
8823,38.88325,-77.02145,8,
8823,38.88325,-77.02194,9,
8823,38.88279,-77.02195,10,
8823,38.88233,-77.02197,11,
8823,38.88183,-77.02197,12,
8823,38.88133,-77.02197,13,
8823,38.88081,-77.02198,14,
8823,38.88029,-77.02199,15,
8823,38.87997,-77.02199,16,
8823,38.87963,-77.022,17,
8823,38.8793,-77.022,18,
8823,38.879,-77.02237,19,
8823,38.87871,-77.02274,20,
8823,38.87858,-77.02278,21,
8823,38.87851,-77.02268,22,
8823,38.87836,-77.02248,23,
8823,38.87798,-77.022,24,
8823,38.87755,-77.0215,25,
8823,38.87658,-77.02054,26,
8823,38.8764,-77.0199,27,
8823,38.8764,-77.01875,28,
8823,38.87641,-77.01768,29,
8823,38.8764,-77.01747,30,
8823,38.87641,-77.01708,31,
8823,38.87641,-77.01668,32,
8823,38.87641,-77.01577,33,
8823,38.87641,-77.01479,34,
8823,38.87641,-77.0138,35,
8823,38.87642,-77.01346,36,
8823,38.87642,-77.01303,37,
8823,38.87642,-77.0121,38,
8823,38.87643,-77.01075,39,
8823,38.87643,-77.00917,40,
8823,38.87643,-77.00781,41,
8823,38.87643,-77.00739,42,
8823,38.87643,-77.00667,43,
8823,38.87643,-77.00594,44,
8823,38.87641,-77.00421,45,
8823,38.87642,-77.00384,46,
8823,38.87643,-77.00329,47,
8823,38.87644,-77.00273,48,
8823,38.87643,-77.00134,49,
8823,38.87644,-77.00072,50,
8823,38.87645,-77.00026,51,
8823,38.87646,-76.99885,52,
8823,38.87646,-76.99803,53,
8823,38.87646,-76.9973,54,
8823,38.87647,-76.99657,55,
8823,38.87647,-76.99496,56,
8823,38.87729,-76.99495,57,
8823,38.87762,-76.99495,58,
8823,38.87783,-76.99495,59,
8823,38.87805,-76.99495,60,
8823,38.8783,-76.99495,61,
8823,38.87879,-76.99494,62,
8823,38.87922,-76.99495,63,
8823,38.87976,-76.99495,64,
8823,38.88017,-76.99493,65,
8823,38.88081,-76.99492,66,
8823,38.88114,-76.99492,67,
8823,38.88141,-76.99492,68,
8823,38.88177,-76.99492,69,
8823,38.88213,-76.99492,70,
8823,38.88249,-76.99492,71,
8823,38.88274,-76.99491,72,
8823,38.88295,-76.99492,73,
8823,38.88341,-76.99493,74,
8823,38.88385,-76.99493,75,
8823,38.88429,-76.99494,76,
8823,38.88462,-76.99576,77,
8823,38.88495,-76.99659,78,
8823,38.88532,-76.99748,79,
8823,38.88569,-76.99837,80,
8823,38.88591,-76.9989,81,
8823,38.88628,-76.99981,82,
8823,38.88637,-77.00005,83,
8823,38.88648,-77.00035,84,
8823,38.88646,-77.00045,85,
8823,38.88639,-77.00054,86,
8823,38.88633,-77.00053,87,
8823,38.88587,-76.9994,88,
8823,38.8854,-76.99826,89,
8823,38.88503,-76.99738,90,
8823,38.88448,-76.99604,91,
8823,38.88424,-76.99537,92,
8818,38.84585,-76.98759,0,
8818,38.8457,-76.98757,1,
8818,38.84546,-76.98758,2,
8818,38.84513,-76.98763,3,
8818,38.84503,-76.98768,4,
8818,38.84499,-76.98781,5,
8818,38.84501,-76.98806,6,
8818,38.8451,-76.98837,7,
8818,38.84513,-76.98863,8,
8818,38.84464,-76.98857,9,
8818,38.84478,-76.98777,10,
8818,38.84493,-76.98725,11,
8818,38.84552,-76.98502,12,
8818,38.84566,-76.9845,13,
8818,38.84608,-76.98306,14,
8818,38.84637,-76.98205,15,
8818,38.84668,-76.98095,16,
8818,38.84689,-76.98026,17,
8818,38.84706,-76.98033,18,
8818,38.84723,-76.9804,19,
8818,38.84742,-76.98047,20,
8818,38.8479,-76.98065,21,
8818,38.84825,-76.98077,22,
8818,38.84859,-76.98089,23,
8818,38.84883,-76.98095,24,
8818,38.84921,-76.98096,25,
8818,38.84992,-76.98098,26,
8818,38.85027,-76.98099,27,
8818,38.85051,-76.981,28,
8818,38.85069,-76.981,29,
8818,38.85084,-76.98101,30,
8818,38.85124,-76.98102,31,
8818,38.85137,-76.98103,32,
8818,38.85146,-76.98107,33,
8818,38.8516,-76.9812,34,
8818,38.85179,-76.98145,35,
8818,38.85203,-76.98178,36,
8818,38.85264,-76.98266,37,
8818,38.85294,-76.98306,38,
8818,38.85301,-76.98312,39,
8818,38.85308,-76.98317,40,
8818,38.85321,-76.98325,41,
8818,38.85345,-76.98337,42,
8818,38.85355,-76.98346,43,
8818,38.85365,-76.98362,44,
8818,38.85372,-76.98381,45,
8818,38.85377,-76.984,46,
8818,38.85401,-76.98489,47,
8818,38.85412,-76.98525,48,
8818,38.85433,-76.98562,49,
8818,38.85445,-76.98583,50,
8818,38.85464,-76.98609,51,
8818,38.85505,-76.98647,52,
8818,38.85524,-76.98655,53,
8818,38.85553,-76.9867,54,
8818,38.85585,-76.98693,55,
8818,38.85606,-76.98697,56,
8818,38.8564,-76.98703,57,
8818,38.85731,-76.9872,58,
8818,38.85752,-76.98732,59,
8818,38.85796,-76.98762,60,
8818,38.85819,-76.98808,61,
8818,38.85841,-76.98855,62,
8818,38.85843,-76.98899,63,
8818,38.85847,-76.99013,64,
8818,38.85847,-76.99126,65,
8818,38.85846,-76.9916,66,
8818,38.85844,-76.99185,67,
8818,38.85842,-76.99273,68,
8818,38.85841,-76.99328,69,
8818,38.85856,-76.99329,70,
8818,38.85886,-76.99333,71,
8818,38.85915,-76.99338,72,
8818,38.85941,-76.99342,73,
8818,38.86027,-76.99357,74,
8818,38.86113,-76.99371,75,
8818,38.86128,-76.99374,76,
8818,38.86142,-76.99376,77,
8818,38.86152,-76.99379,78,
8818,38.86183,-76.9941,79,
8818,38.86271,-76.9956,80,
8818,38.86277,-76.9958,81,
8818,38.86265,-76.9962,82,
8818,38.86255,-76.9963,83,
8818,38.86239,-76.99627,84,
8818,38.86216,-76.99584,85,
8818,38.86203,-76.99559,86,
8818,38.86191,-76.99534,87,
8818,38.86182,-76.9951,88,
8818,38.86173,-76.99487,89,
8818,38.86183,-76.99469,90,
8818,38.86201,-76.9945,91,
8818,38.86157,-76.99371,92,
8818,38.8619,-76.99342,93,
8818,38.86225,-76.99314,94,
8818,38.86304,-76.99168,95,
8818,38.86357,-76.99074,96,
8818,38.86391,-76.99027,97,
8818,38.86427,-76.99005,98,
8818,38.8648,-76.98978,99,
8818,38.86499,-76.98969,100,
8818,38.86517,-76.98963,101,
8818,38.86567,-76.9894,102,
8818,38.86633,-76.98911,103,
8818,38.86665,-76.98895,104,
8818,38.86698,-76.98879,105,
8818,38.86726,-76.98867,106,
8818,38.86736,-76.98861,107,
8818,38.86784,-76.98839,108,
8818,38.86836,-76.98814,109,
8818,38.86878,-76.98814,110,
8818,38.86901,-76.98825,111,
8818,38.87021,-76.98909,112,
8818,38.87171,-76.99031,113,
8818,38.87223,-76.99065,114,
8818,38.87279,-76.99101,115,
8818,38.87353,-76.9913,116,
8818,38.87406,-76.99138,117,
8818,38.8765,-76.99145,118,
8818,38.8765,-76.99318,119,
8818,38.8765,-76.99492,120,
8818,38.87749,-76.99493,121,
8818,38.87783,-76.99493,122,
8818,38.87803,-76.99495,123,
8818,38.87913,-76.99494,124,
8818,38.88094,-76.99494,125,
8818,38.88116,-76.99493,126,
8818,38.88145,-76.99493,127,
8818,38.88273,-76.99494,128,
8818,38.88302,-76.99495,129,
8818,38.88335,-76.99493,130,
8818,38.88382,-76.99493,131,
8818,38.8845,-76.99494,132,
8818,38.886,-76.99494,133,
8818,38.88711,-76.99493,134,
8818,38.88736,-76.99493,135,
8818,38.88758,-76.99492,136,
8818,38.88866,-76.99492,137,
8818,38.88969,-76.99492,138,
8818,38.89001,-76.99491,139,
8818,38.89024,-76.99492,140,
8818,38.8908,-76.99493,141,
8818,38.89174,-76.99492,142,
8818,38.89212,-76.99585,143,
8818,38.89251,-76.99679,144,
8818,38.89277,-76.99749,145,
8818,38.89304,-76.99818,146,
8818,38.89314,-76.99831,147,
8818,38.89321,-76.99849,148,
8818,38.89397,-76.9985,149,
8818,38.89406,-76.99863,150,
8818,38.89408,-76.99879,151,
8818,38.89408,-77.00045,152,
8818,38.89409,-77.00062,153,
8818,38.89424,-77.00106,154,
8818,38.89446,-77.0016,155,
8818,38.89484,-77.00254,156,
8818,38.89523,-77.00349,157,
8818,38.89558,-77.00434,158,
8818,38.89593,-77.00519,159,
